NAME	Hu28	Hu35	Hu40	Hu44	Hu51	Hu52	Hu53	Hu56	Hu63
AC012291.1	3.4929864	0	0	1.604611759	3.076977041	1.644363987	2.160159241	0.805317233	2.869329891
ALPK3	501.8257128	151.0704472	143.6318504	222.2387286	184.6186224	288.5858797	449.3131221	102.2752886	281.1943294
RF00402.15	0	0	0	0	0	0	0	0	0
SLC28A1	11.643288	12.74088109	9.435669001	8.825364675	5.128295068	2.46654598	14.04103506	16.10634466	0
RNU6-339P	0	0	0	0	0	0	0	0	0
RNU6-796P	0	0	0	0	0	0	0	0	0
AC087468.1	0	0	0	0	0	0	0	0	0
PDE8A	345.8056536	411.3484466	282.0216624	425.2221161	364.1089498	359.2935311	355.3461951	363.198072	358.6662364
AC044860.2	0	0	0	0	0	0	0	0	0
AC044860.1	59.3807688	18.2012587	13.62929967	28.08070578	62.56519983	124.149481	88.56652887	64.42537862	90.38389158
NIFKP8	0	0	0	0	0	0	0	0	0
CSPG4P12	0	4.550314675	0	1.604611759	2.051318027	2.46654598	0	5.637220629	2.869329891
RN7SL428P	1.1643288	0	0	0	0	0	0	0	0
GOLGA6L3	3.4929864	0	0	0	0	4.110909967	0	0	2.869329891
ADAMTS7P4	0	3.64025174	1.048407667	0.80230588	5.128295068	4.93309196	4.320318481	3.221268931	1.434664946
AC044860.3	0	0	0	0	0	0	0	0	0
AKAP13	3557.024484	3592.018404	3612.81282	3772.442245	3842.118665	4073.089595	4833.356301	3784.185677	3644.048962
MIR7706	0	0	0	0	0	0	0	0	0
RNU7-79P	0	0	0	0	0	0	0	0	0
AC104046.1	2.3286576	2.730188805	3.145223	7.220752916	4.102636054	17.26582186	12.96095544	18.52229635	1.434664946
AC087286.3	2.3286576	1.82012587	0	0.80230588	4.102636054	0	3.240238861	0	0
AC087286.2	0	0	0	0	0	0	0	0	0
AC087286.1	0	0	0	0	0	0	0	0	0
RNU6-1280P	0	0	0	0	0	0	0	0	0
AC087286.4	5.821644	2.730188805	2.096815334	8.023058795	7.179613095	18.08800385	8.640636963	5.637220629	21.51997419
AC021739.4	0	0	0	0.80230588	0	0	0	0.805317233	1.434664946
AC021739.2	15.1362744	16.38113283	6.290446001	17.65072935	9.230931122	5.755273953	5.400398102	17.71697912	4.303994837
AC021739.5	0	0	0	0	1.025659014	6.577455947	0	4.026586164	0
AC021739.3	1.1643288	8.190566414	1.048407667	5.616141157	3.076977041	5.755273953	3.240238861	6.442537862	2.869329891
KLHL25	117.5972088	118.3081815	102.7439513	101.0905408	106.6685374	103.5949312	140.4103506	107.9125092	142.0318296
MIR1276	0	0	2.096815334	2.406917639	0	2.46654598	3.240238861	1.610634466	2.869329891
AC021739.1	0	0	0	0	0	0	0	0	0
RNU6-231P	0	0	0	0	0	0	0	0	0
MIR548AP	0	0	0	0	0	0	0	0	0
AC104229.1	0	0	0	0	0	0	0	0	0
LINC01584	0	0	0	0	0	0	0	0.805317233	0
AGBL1	69.859728	24.57169924	8.387261334	18.45303523	21.53883928	23.02109581	1.08007962	48.31903397	74.60257717
RNA5SP400	0	0	0	0	0	0	0	0	0
AC016180.1	0	0	0	0	0	0	0	0	0
RF00284.5	0	0	0	0	0	0	0	0	0
AGBL1-AS1	0	0	0	0	0	0	0	0	0
AC012229.1	0	0	0	0	0	0	0	0	0
AC016987.2	0	0	0	0	0	0	0	0.805317233	0
AC016987.1	0	0	0	0	0	0	0	0	0
AC078905.1	0	0	0	0	0	0	1.08007962	1.610634466	0
AC020687.1	0	0	0	0	0	0	0	0	0
RNU6-185P	0	0	0	0	0	0	0	0	0
LINC00052	0	0	0	0	0	0	0	0	0
NTRK3	0	4.550314675	1.048407667	10.42997643	9.230931122	4.110909967	1.08007962	8.85848956	0
MED28P6	0	0	0	0	0	0	0	0	0
NTRK3-AS1	0	0	0	0	0	0	0	0	0
MRPL46	76.8457008	126.498748	87.01783634	78.62597619	94.36062925	96.19529322	60.48445874	107.107192	88.94922663
AC013489.1	1.1643288	0	2.096815334	1.604611759	3.076977041	0	4.320318481	0.805317233	0
MRPS11	364.4349144	293.040265	380.571983	275.1909167	283.0818877	277.8975137	326.1840453	301.1886451	269.7170098
AC013489.3	0	0	0	2.406917639	2.051318027	0	0	0	0
DET1	17.464932	8.190566414	29.35541467	17.65072935	13.33356718	18.08800385	8.640636963	30.60205485	41.60528342
AC013489.2	0	0	0	0	0	0	0	0	1.434664946
LINC01586	0	0	0	0.80230588	0	0	0	0	0
MIR1179	0	0	0	0	0	0	0	0	0
MIR7-2	0	0	0	0	0	0	0	0	0
MIR3529	0	0	0	0	0	0	0	0	0
AEN	160.6773744	129.2289368	95.40509768	98.68362318	107.6941964	122.505117	201.974889	81.33704051	64.55992256
ISG20	275.9459256	225.6956079	332.3452304	302.4693166	237.9528911	321.4731594	663.1688869	194.0814531	337.1462622
AC103982.1	0	0	0	0	0	0	0	0	0
ACAN	0	0	0	0	0	0	1.08007962	0	0
HAPLN3	10.4789592	16.38113283	23.06496867	60.97524684	18.46186224	42.75346365	34.56254785	20.93824805	12.91198451
MFGE8	103.6252632	51.87358729	75.48535201	45.73143513	83.0783801	62.48583149	86.40636963	39.46054441	43.03994837
AC067805.1	0	0	0	0	0	0	0	0	0
KRT18P47	0	0	0	0	0	0	0	0	0
AC107954.1	0	0	0	0	0	0	0	0	0
AC013565.2	0	0	0	0	0	0	0	0	0
AC013565.1	2.3286576	0	0	0	0	0.822181993	0	0	0
AC013565.3	2.3286576	0	0	2.406917639	4.102636054	4.93309196	0	0	0
ABHD2	10022.54231	5849.884546	11163.44484	5969.155744	10322.23231	8813.790969	9665.632522	5763.655435	6820.397152
RNU7-195P	0	1.82012587	3.145223	2.406917639	1.025659014	4.110909967	1.08007962	2.415951698	4.303994837
HMGB1P8	1.1643288	0	2.096815334	0	0	0	1.08007962	0	0
AC124068.1	6.9859728	14.56100696	11.53248433	8.023058795	7.179613095	8.221819933	20.52151279	4.026586164	4.303994837
RLBP1	0	0	0	0	0	0	0	0	0
FANCI	232.86576	101.0169858	206.5363104	121.9504937	156.9258291	180.8800385	166.3322615	155.4262259	215.1997419
POLG	737.0201304	753.5321101	771.6280428	860.0719028	820.5272108	970.1747521	765.7764508	648.2803724	912.4469054
MIR6766	0	0	0	0	0	0.822181993	0	0	0
AC124068.2	9.3146304	9.100629349	27.25859934	28.88301166	3.076977041	15.62145787	1.08007962	6.442537862	14.34664946
AC133637.1	0	0	0	0	0	0	0	0	0
MIR9-3HG	5.821644	5.46037761	11.53248433	3.209223518	9.230931122	3.288727973	1.08007962	0	4.303994837
MIR9-3	0	0	0	0	0	0	0	0	0
RHCG	5.821644	0.910062935	4.193630667	0	3.076977041	44.39782764	0	4.831903397	0
LINC00928	0	0	0	0	0	0	0	0	0
AC013391.3	0	0	0	0	0	0	0	0	0
AC013391.2	0	0	0	0	0	0	0	0	0
TICRR	2.3286576	2.730188805	11.53248433	4.813835277	19.48752126	18.91018585	20.52151279	1.610634466	2.869329891
AC013391.1	0	0	0	0	0	0	0	0	0
KIF7	25.6152336	33.67232859	19.91974567	26.47609402	30.76977041	35.35382571	3.240238861	62.00942692	18.65064429
PLIN1	6.9859728	11.83081815	1.048407667	16.04611759	10.25659014	12.3327299	10.8007962	16.10634466	15.7813144
PEX11A	237.5230752	192.0232793	183.4713417	166.0773171	217.4397109	171.8360366	166.3322615	240.7898526	205.1570872
RPL36AP43	1.1643288	2.730188805	1.048407667	13.63919995	1.025659014	0.822181993	3.240238861	11.27444126	4.303994837
WDR93	444.7736016	405.888069	314.5223	496.6273394	553.8558673	545.9288436	357.5063543	537.9519115	509.3060557
AC079075.1	8.1503016	17.29119576	9.435669001	23.26687051	20.51318027	16.44363987	19.44143317	21.74356528	20.08530924
RNU6-132P	0	0.910062935	0	0	0	0	0	1.610634466	0
MESP1	3.4929864	4.550314675	47.17834501	2.406917639	0	10.68836591	20.52151279	10.46912403	34.4319587
MRPL15P1	0	0	0	0	0	0	0	1.610634466	0
MESP2	1.1643288	0	7.338853668	0.80230588	1.025659014	0	0	2.415951698	1.434664946
ANPEP	216.5651568	245.7169924	513.7197567	696.4015034	114.8738095	520.4412018	976.3919768	951.8849691	309.8876283
AP3S2	243.3447192	280.299384	321.8611537	194.1580228	299.492432	173.4804006	298.1019752	270.5865902	255.3703603
C15orf38-AP3S2	0	0	0	0	0	0	0	1.610634466	0
MIR5094	0	0.910062935	1.048407667	0	0	2.46654598	0	0.805317233	0
AC027176.2	0	0	0	0	0	0	0	0	0
MIR5009	0	1.82012587	2.096815334	0	1.025659014	0	0	1.610634466	0
RNU6-1111P	0	1.82012587	0	1.604611759	1.025659014	0.822181993	0	3.221268931	2.869329891
ARPIN	295.7395152	313.9717125	342.829307	336.1661635	372.3142219	319.0066134	262.4593477	395.4107613	322.7996128
RNU7-111P	0	0	0	0	0	0	0	0	0
AC027176.1	0	0	0	0	0	0	0	0	0
AC027176.3	0	0	0	0	0	0	0	0	0
ZNF710	366.763572	300.3207685	329.2000074	393.129881	350.7753826	300.9186096	464.4342367	305.2152312	373.0128859
MIR3174	1.1643288	0	1.048407667	2.406917639	0	2.46654598	0	0	1.434664946
AC087284.1	3.4929864	16.38113283	5.242038334	12.03458819	8.205272108	9.86618392	16.2011943	13.69039296	10.04265462
ZNF710-AS1	195.6072384	128.3188738	206.5363104	122.7527996	172.3107143	145.5262128	122.0489971	133.6826606	200.8530924
RF00066.4	1.1643288	0	0	0	1.025659014	0.822181993	0	2.415951698	5.738659783
IDH2	2687.27087	1474.301955	2955.461213	1405.639901	1748.748618	2090.808809	1786.451692	1661.369451	2058.744197
IDH2-DT	0	0	0	1.604611759	0	0	0	0.805317233	0
SEMA4B	1816.352928	2412.57684	2296.01279	1799.572088	1600.028061	2307.864855	1832.895116	1675.865161	1457.619585
RN7SL346P	0	1.82012587	0	0.80230588	0	1.644363987	4.320318481	0.805317233	0
RPS12P26	2.3286576	6.370440544	4.193630667	9.627670554	4.102636054	18.91018585	8.640636963	12.88507572	5.738659783
CIB1	3534.902237	2287.898218	3180.868861	2429.382203	3091.336267	2654.003475	2460.421375	2726.80415	2982.668422
GDPGP1	100.1322768	90.09623056	97.50191301	93.8697879	114.8738095	138.9487569	170.65258	103.0806058	98.99188125
AC091167.7	0	0	1.048407667	0	2.051318027	0	0	2.415951698	0
TTLL13P	0	0.910062935	2.096815334	0	5.128295068	23.02109581	4.320318481	6.442537862	4.303994837
AC091167.2	0	0	0	0	0	1.644363987	0	0	0
NGRN	958.2426024	742.6113549	889.0497014	667.5184918	848.2200042	777.7841657	712.8525494	856.8575357	850.7563128
AC091167.6	0	0	2.096815334	3.209223518	0	0	0	2.415951698	0
AC091167.1	0	0	0	0	0	0	0	0	0
AC091167.3	0	0	0	0	0	0	0	0	0
AC091167.5	0	0	1.048407667	0	0	0.822181993	1.08007962	0.805317233	1.434664946
AC091167.4	1.1643288	0	0	0	0	0	0	0	0
GOLGA2P8	4.6573152	12.74088109	6.290446001	6.418447036	2.051318027	4.110909967	2.160159241	0	2.869329891
RN7SL736P	2.3286576	0	0	0	0	0	0	0	4.303994837
AC018946.2	0	0	0	0.80230588	0	0.822181993	0	0	1.434664946
GABARAPL3	0	0	0	0	0	0	0	0	0
ZNF774	36.0941928	36.4025174	33.54904534	36.10376458	55.38558673	40.28691767	25.92191089	72.47855095	45.90927826
NDUFA3P4	0	0	0	0	0	0	1.08007962	0	0
IQGAP1	6860.22529	6981.092774	7432.16195	8231.658324	7992.960693	7191.625896	9300.565611	6341.873208	5638.233236
AC018946.1	0	0	0	0	0	0.822181993	0	0	0
CRTC3	244.509048	308.5113349	251.61784	372.2699281	272.8252976	291.8746076	311.0629307	263.3387351	252.5010304
AC103739.1	0	0	1.048407667	0	0	0.822181993	0	0	0
AC103739.2	0	0	2.096815334	3.209223518	1.025659014	2.46654598	0	2.415951698	1.434664946
CRTC3-AS1	9.3146304	8.190566414	16.77452267	5.616141157	16.41054422	18.91018585	12.96095544	6.442537862	4.303994837
AC103739.3	0	0	0	0	0	0	0	0	0
HSPE1P3	2.3286576	2.730188805	0	0.80230588	1.025659014	0	0	0	0
AC021422.1	0	0	0	0	0	0	0	0	0
LINC01585	0	0	0	0	0	0	0	0	0
BLM	57.0521112	20.9314475	34.597453	25.67378814	40.00070153	49.3309196	29.16214975	35.43395824	32.99729375
RF00093.1	0	0	0	0	0	0	0	0	0
AC124248.1	3.4929864	2.730188805	7.338853668	0.80230588	1.025659014	1.644363987	1.08007962	3.221268931	4.303994837
RN7SL363P	0	0	0	0	0	0	0	0	0
FURIN	494.83974	490.5239219	599.6891854	612.1593861	517.9578018	542.6401156	567.0418007	436.4819402	388.7942003
FES	57.0521112	82.81572708	57.66242167	135.5896936	75.898767	143.0596668	143.6505895	83.75299221	104.730541
MAN2A2	323.6834064	443.2006493	374.281537	397.1414104	441.0333758	545.1066616	691.250957	405.8798853	482.0474217
AC068831.4	0	1.82012587	0	2.406917639	3.076977041	2.46654598	0	0	0
HDDC3	116.43288	131.0490626	120.5668817	130.7758584	120.0021046	94.55092923	101.5274843	132.8773434	116.2078606
UNC45A	688.1183208	828.1572708	713.9656211	714.0522328	697.4481292	704.6099683	872.7043332	649.8910068	682.9005141
AC068831.1	8.1503016	0.910062935	0	0.80230588	0	0.822181993	2.160159241	2.415951698	0
RCCD1	58.21644	93.7364823	63.95286767	86.64903499	85.12969812	95.37311123	111.2482009	81.33704051	86.07989674
PRC1	3.4929864	2.730188805	1.048407667	6.418447036	10.25659014	1.644363987	0	4.831903397	11.47731957
AC068831.7	1.1643288	0	3.145223	0	0	2.46654598	0	0	2.869329891
PRC1-AS1	3.4929864	0.910062935	1.048407667	2.406917639	1.025659014	5.755273953	1.08007962	2.415951698	8.607989674
RF00019.617	0	0	0	0	0	0	0	0	0
VPS33B	20.9579184	29.12201392	15.726115	16.04611759	9.230931122	18.91018585	14.04103506	14.49571019	21.51997419
VPS33B-DT	1.1643288	2.730188805	5.242038334	1.604611759	7.179613095	1.644363987	2.160159241	4.026586164	1.434664946
AC068831.6	0	2.730188805	2.096815334	0	2.051318027	0	0	0	1.434664946
AC068831.2	0	0	0	0	0	0	0	0	0
AC068831.5	0	0	0	0	0	0	0	0	0
AC068831.3	0	0	0	0	0	0	0	0	0
AC127520.1	0	0	0	0	0	0	0	0	0
SV2B	33.7655352	20.02138457	1.048407667	36.90607046	22.5644983	27.95418777	17.28127393	49.1243512	8.607989674
AC123784.1	0	0	0	0	0	0	0	0	0
CRAT37	46.573152	7.280503479	20.96815334	24.87148226	112.8224915	7.39963794	29.16214975	10.46912403	83.21056685
AC107958.3	1.1643288	0	1.048407667	1.604611759	2.051318027	0.822181993	1.08007962	0.805317233	5.738659783
AC107958.2	0	0	0	0	0	0	0	0	0
AC107958.1	0	0.910062935	0	0.80230588	4.102636054	0	0	0	0
AC105109.1	0	0	0	0	0	0	0	0	0
SLCO3A1	91.9819752	124.6786221	160.406373	105.9043761	193.8495536	147.1705768	396.3892207	157.8421776	98.99188125
AC116903.2	0	0	0	0	0	0	0	0	0
AC116903.1	0	0	0	1.604611759	0	0	0	0	0
DUXAP6	0	0	0	0	0	0	0	0	0
NPM1P5	0	0	0	0	0	0	0	0	0
ST8SIA2	0	0	0	0.80230588	0	0	0	3.221268931	0
RF01233.2	0	0	0	0	0	0	0	0	0
ENO1P2	0	0	0	0	0	0	0	0	0
AC090985.1	0	0	0	0	0	0	0	0	0
C15orf32	0	0	0	0	0	0	0	0	0
LINC00930	4.6573152	2.730188805	3.145223	8.825364675	6.153954081	13.15491189	20.52151279	4.026586164	0
AC091544.2	0	0	0	0	0	0	0	0	0
AC091544.4	30.2725488	29.12201392	26.21019167	19.25534111	78.97574404	43.57564565	98.28724545	28.18610315	27.25863397
AC091544.5	0	0	3.145223	0	5.128295068	4.110909967	0	2.415951698	0
FAM174B	338.8196808	398.6075655	380.571983	409.1759985	492.3163265	298.4520636	672.8896035	398.6320302	375.8822158
AC091544.3	2.3286576	0	3.145223	0	2.051318027	0	0	3.221268931	2.869329891
AC091544.7	0	0	5.242038334	2.406917639	6.153954081	3.288727973	0	0.805317233	0
AC091544.6	0	0	0	0	0	0	0	0	0
HMGN1P38	3.4929864	10.01069228	4.193630667	4.011529398	4.102636054	1.644363987	5.400398102	2.415951698	2.869329891
H2AFVP1	3.4929864	10.92075522	4.193630667	6.418447036	6.153954081	9.86618392	8.640636963	8.053172328	2.869329891
AC091544.1	0	0	0	0	0	0	0	0	0
AC106028.1	0	0	0	0	0	0	0	0	0
AC106028.3	9.3146304	11.83081815	9.435669001	2.406917639	5.128295068	8.221819933	9.720716583	9.663806793	7.173324728
ASB9P1	0	0	0	0	0	0	0	0	0
AC106028.2	0	3.64025174	2.096815334	4.011529398	3.076977041	1.644363987	10.8007962	8.053172328	2.869329891
AC106028.4	0	1.82012587	5.242038334	0	4.102636054	17.26582186	4.320318481	0.805317233	12.91198451
AC106028.5	0	0.910062935	0	4.011529398	1.025659014	0	4.320318481	4.831903397	0
LINC01578	313.2044472	323.9824048	229.601279	315.3062106	288.2101828	360.9378951	321.8637269	339.038555	345.7542519
AC013394.1	17.464932	16.38113283	3.145223	24.06917639	27.69279337	41.93128166	47.52350329	50.73498566	40.17061848
CHD2	1533.42103	1776.442849	1574.708316	1974.474769	1757.979549	1836.754573	2024.069209	1897.3274	1965.490976
MIR3175	8.1503016	1.82012587	1.048407667	6.418447036	11.28224915	5.755273953	15.12111468	4.026586164	11.47731957
RGMA	193.2785808	392.237125	248.472617	251.1217403	283.0818877	131.5491189	44.28326443	334.2066516	173.5944584
AC087641.1	2.3286576	0	0	0.80230588	6.153954081	4.93309196	1.08007962	9.663806793	0
AC108457.1	0	0	1.048407667	0	0	0	1.08007962	0	0
AC112693.3	1.1643288	0	5.242038334	3.209223518	0	5.755273953	0	0	4.303994837
AC112693.1	0	0	0	0.80230588	0	2.46654598	0	0	0
AC112693.2	0	0	0	0	0	0	0	0	0
AC091078.1	4.6573152	3.64025174	2.096815334	4.011529398	2.051318027	2.46654598	0	5.637220629	2.869329891
AC091078.3	0	0	0	0	0	0	0	0	0
AC091078.2	0	0	0	0	0	0	0	0	0
AC110023.1	0	0	0	0	0	0	0	0	1.434664946
LINC01579	3.4929864	0	0	0	0	2.46654598	1.08007962	1.610634466	0
AC103996.1	0	0	0	0	0	0	0	0	0
AC103996.3	0	0	0	0	0	0	0	0	0
LINC02207	0	0.910062935	1.048407667	0	1.025659014	6.577455947	19.44143317	1.610634466	0
AC103996.2	0	0	0	0	0	0.822181993	12.96095544	0.805317233	0
LINC01580	0	2.730188805	0	0	0	0	0	0	0
LINC01581	0	0	0	0	0	0	0	0	0
AC104390.1	0	0	0	0	0	0.822181993	0	0	0
AC110027.1	0	0	0	0	0	0	0	0	0
MCTP2	659.0101008	699.838397	794.6930114	636.2285625	700.5251062	723.5201541	2025.149288	645.0591034	822.0630139
AC135626.1	2.3286576	1.82012587	2.096815334	1.604611759	7.179613095	3.288727973	6.480477722	7.247855095	0
AC009432.2	0	0	0	0	0	0	0	0	0
AC009432.1	0	0	0	0	0	0	0	0	0
AC087633.2	0	0.910062935	0	0	0	0	0	0	0
AC107976.1	0	0	0	0	0	0	0	0	0
AC087633.1	0	0	0	0	0	0	0	0	0
AC087636.1	0	0	0	0	0	0	0	0	0
LINC01197	0	0	0	0.80230588	2.051318027	0	1.08007962	0.805317233	0
AC104260.1	0	0	0	0	0	0	0	0	0
AC104260.2	0	0	0	1.604611759	0	0	0	0	0
AC104260.3	0	0	0	0	0	0	0	0	0
LINC00924	0	0	0	0	0	0	0	0	0
AC027013.1	0	0	0	0	0	0	0	0	0
AC015574.1	0	0	0	0	0	0	0	0	0
RNU2-3P	0	0	0	0	0	0	0	0	0
AC012409.2	0	0	0	0	0	0	0	0	0
AC024337.1	3.4929864	3.64025174	14.67770734	6.418447036	5.128295068	4.110909967	7.560557342	3.221268931	12.91198451
AC024337.2	1.1643288	14.56100696	8.387261334	4.011529398	2.051318027	4.110909967	1.08007962	0.805317233	0
NR2F2-AS1	59.3807688	61.88427957	84.92102101	68.19599976	49.23163265	87.15129129	38.88286633	76.50513711	119.0771905
AC012409.5	0	6.370440544	0	0	10.25659014	2.46654598	6.480477722	0.805317233	4.303994837
AC012409.3	3.4929864	7.280503479	2.096815334	1.604611759	2.051318027	9.86618392	1.08007962	3.221268931	1.434664946
AC012409.1	2.3286576	1.82012587	2.096815334	0.80230588	5.128295068	4.93309196	0	1.610634466	0
AC012409.4	0	0	0	0	0	0	0	0	0
LINC02157	0	0	0	0	0	0	0	0	0
AC016251.1	10.4789592	17.29119576	13.62929967	22.46456463	13.33356718	20.55454983	4.320318481	27.38078591	17.21597935
AC016251.2	3.4929864	6.370440544	1.048407667	9.627670554	3.076977041	6.577455947	6.480477722	15.30102742	1.434664946
NR2F2	1745.328871	2236.934694	2001.410236	1926.336417	1805.159864	1584.344701	1519.672026	2182.409701	1849.283115
MIR1469	0	0	0	0	0	0	0	0	0
AC103746.1	11.643288	16.38113283	13.62929967	16.04611759	10.25659014	17.26582186	11.88087582	15.30102742	27.25863397
AC087477.2	64.038084	43.68302088	50.32356801	64.98677624	68.71915391	47.68655561	32.40238861	78.92108881	84.64523179
AC087477.6	0	0	0	0	0	0	0	0	0
AC087477.5	0	0	0	0	0	0	0	0	0
AC087477.3	0	0	0	0	0	0	0	0	0
PGAM1P12	0	0	0	0	0	0	0	0	0
AC087477.1	0	0	0	0	0	0	0	0	0
AC087477.4	0	0	0	0	0	0	0	0	0
RN7SKP254	0	0	0	0	0	0	0	0	0
RF00017.122	0	0	0	0	0	0	0	0	0
AC110588.1	0	0	0	0	0	0	0	0	0
FAM149B1P1	0	0.910062935	0	0	0	0	1.08007962	0	2.869329891
SPATA8-AS1	0	0	0	0	0	0	0	0	0
SPATA8	0	0	0	0	0	0	0	0	0
RN7SKP181	0	0	0	0	0	0	0	0	0
AC020704.1	0	2.730188805	0	0	0	0	0	0	0
LINC02253	5.821644	0	0	1.604611759	0	0	0	1.610634466	1.434664946
RN7SL677P	0	0	0	0	0	0	0	0	0
LINC02254	0	0	0	0	0	0	0	0	0
RNA5SP401	0	0	0	0	0	0	0	0	0
AC026523.2	0	0	0	0	2.051318027	2.46654598	0	0	0
AC026523.1	0	1.82012587	0	0	0	0.822181993	0	0	0
LINC00923	17.464932	20.9314475	18.871338	8.825364675	17.43620323	32.88727973	8.640636963	8.85848956	22.95463913
AC024651.2	0	0	0	0	0	0	0	0	0
ARRDC4	469.2245064	385.8666844	345.97453	365.8514811	414.3662415	537.7070236	528.1589343	373.667196	449.050128
AC024651.1	0	0	0	0	0	0	0	0	0
LINC02251	0	0	0	0	0	0	0	0	0
RF00026.25	0	0	0	0	0	0	0	0	0
AC022523.1	0	0	0	0	0	0	0	0	0
RNU6-1186P	0	0	0	0	0	0	0	0	0
LINC01582	0	0	0	0	0	0	0	0	0
AC022523.2	0	0	0	0	0	0	0	0	0
AC022523.3	0	0	0	0	0	0	0	0	0
AC015722.1	0	0	0	0	0	0	0	0	0
AC015722.2	0	0	0	2.406917639	0	0	0	0	0
LINC02351	0	0	0	0	0	0	0	0	0
FAM169B	1.1643288	0	2.096815334	0	5.128295068	4.110909967	7.560557342	2.415951698	0
AC103968.1	0	0	0	0	0	0	0	0	0
IRAIN	4.6573152	7.280503479	4.193630667	1.604611759	11.28224915	1.644363987	0	2.415951698	10.04265462
IGF1R	3241.491379	3593.83853	3323.452304	4093.364597	4254.433588	3636.510957	4011.41571	4068.46266	3539.318421
AC118658.1	4.6573152	7.280503479	4.193630667	8.825364675	4.102636054	15.62145787	9.720716583	20.93824805	14.34664946
MIR4714	3.4929864	0	0	0	2.051318027	1.644363987	2.160159241	0.805317233	0
AC069029.1	0	0	0	0	0	0	0	0	0
AC036108.1	0	0	0	0	0	0	0	0	5.738659783
PGPEP1L	2.3286576	0	0	0	0	0	0	0	0
LUNAR1	0	0	0	0	1.025659014	0.822181993	0	0.805317233	2.869329891
SYNM	167.6633472	182.9226499	109.0343973	284.8185872	127.1817177	82.21819933	304.5824529	269.781273	202.2877573
AC036108.2	5.821644	0	6.290446001	2.406917639	0	0	2.160159241	6.442537862	1.434664946
TTC23	179.3066352	196.5735939	150.970704	178.9142111	223.593665	175.1247646	116.648599	291.5248383	177.8984533
AC036108.3	1.1643288	0.910062935	2.096815334	1.604611759	1.025659014	1.644363987	2.160159241	2.415951698	1.434664946
AC022819.1	2.3286576	1.82012587	4.193630667	1.604611759	5.128295068	7.39963794	3.240238861	3.221268931	15.7813144
LRRC28	116.43288	90.09623056	101.6955437	60.97524684	88.20667516	109.3502051	115.5685194	110.3284609	70.29858234
HSP90B2P	9.3146304	4.550314675	4.193630667	9.627670554	14.35922619	10.68836591	10.8007962	16.10634466	22.95463913
HNRNPA1P62	0	0	0	0	0	0	0	0	0
AC037479.1	0	0	5.242038334	0.80230588	3.076977041	2.46654598	5.400398102	8.053172328	2.869329891
LINC02244	0	0	0	0	0	2.46654598	1.08007962	0	0
AC015660.2	1.1643288	0	0	0.80230588	0	0	4.320318481	0	0
AC015660.3	0	0	0	0	0	0	0	1.610634466	0
AC015660.1	1.1643288	0	1.048407667	0	3.076977041	1.644363987	3.240238861	0	0
AC015660.4	0	0	0	0	0	0	0	0.805317233	0
RPL7P5	0	0	0	0	0	0	0	0	0
MEF2A	803.386872	809.0459491	707.6751751	733.3075739	780.5265093	743.252522	702.0517532	891.4861767	668.5538647
RF00019.618	0	0	0	0	0	0	0	0	0
LYSMD4	55.8877824	48.23333555	50.32356801	75.41675267	82.05272108	29.59855176	85.32629001	52.34562013	60.25592772
DNM1P46	0	4.550314675	2.096815334	4.011529398	1.025659014	2.46654598	0	3.221268931	10.04265462
AC090825.2	0	0	1.048407667	0	0	0	0	0	0
RN7SL484P	0	0	0	0	0	0	0	0	0
AC090825.1	4.6573152	0.910062935	2.096815334	0	0	3.288727973	0	5.637220629	0
AC084855.1	0	0	0	7.220752916	0	0	2.160159241	0.805317233	0
ADAMTS17	119.9258664	68.25472012	72.34012901	67.39369388	76.92442602	56.73055754	130.6896341	28.18610315	47.34394321
AC084855.2	0	0	0	1.604611759	0	0	0	0.805317233	0
RNA5SP402	0	0	0	0	0	0	0	0	0
AC022710.1	0	0	0	0	0	0	0	0	0
SPATA41	6.9859728	10.92075522	3.145223	10.42997643	12.30790816	1.644363987	6.480477722	11.27444126	10.04265462
CERS3-AS1	3.4929864	2.730188805	3.145223	0	3.076977041	0.822181993	0	3.221268931	0
CERS3	19.7935896	21.84151044	20.96815334	7.220752916	14.35922619	4.93309196	2.160159241	8.053172328	1.434664946
AC027020.2	8.1503016	1.82012587	2.096815334	16.04611759	6.153954081	10.68836591	9.720716583	10.46912403	5.738659783
RNU6-322P	3.4929864	0.910062935	4.193630667	15.24381171	3.076977041	6.577455947	0	2.415951698	21.51997419
PRKXP1	36.0941928	1.82012587	7.338853668	42.52221161	14.35922619	32.06509774	5.400398102	18.52229635	8.607989674
AC027020.1	0	0	0	1.604611759	0	0	0	2.415951698	0
LINS1	125.7475104	115.5779927	132.099366	217.4248933	118.9764456	141.4153029	164.1721023	130.4613917	104.730541
RNU6-181P	0	0.910062935	1.048407667	0	0	0	1.08007962	0	0
ASB7	386.5571616	352.1943558	395.2496904	397.9437162	356.9293367	306.6738835	368.3071505	311.6577691	381.6208755
RF00019.619	0	1.82012587	0	0	0	0	0	0	0
AC090695.1	0	0	0	0	0	0	0	0	0
AC087762.1	0	0	0	0	0	0	0	0	0
AC087762.2	0	0	0	0	0	0	0	0	0
AC015712.3	0	0	0	0	0	0	0	0	0
AC015712.1	4.6573152	4.550314675	8.387261334	0.80230588	15.3848852	6.577455947	7.560557342	8.85848956	12.91198451
